timestamp;GHI;Tamb
2026-03-21 06:01:00;3.9;21.4
2026-03-21 06:02:00;0.0;21.6
2026-03-21 06:03:00;2.0;21.6
2026-03-21 06:04:00;5.2;21.7
2026-03-21 06:05:00;0.0;21.6
2026-03-21 06:06:00;1.8;21.7
2026-03-21 06:07:00;7.7;21.6
2026-03-21 06:08:00;7.9;21.6
2026-03-21 06:09:00;11.9;21.7
2026-03-21 06:10:00;6.6;21.6
2026-03-21 06:11:00;8.5;21.8
2026-03-21 06:12:00;10.4;21.8
2026-03-21 06:13:00;21.9;21.8
2026-03-21 06:14:00;21.6;22.0
2026-03-21 06:15:00;32.1;21.7
2026-03-21 06:16:00;29.5;21.8
2026-03-21 06:17:00;19.8;21.9
2026-03-21 06:18:00;31.0;21.9
2026-03-21 06:19:00;30.8;21.9
2026-03-21 06:20:00;40.1;21.8
2026-03-21 06:21:00;38.7;22.0
2026-03-21 06:22:00;38.5;22.0
2026-03-21 06:23:00;38.4;21.9
2026-03-21 06:24:00;39.2;22.1
2026-03-21 06:25:00;42.0;22.0
2026-03-21 06:26:00;54.1;21.9
2026-03-21 06:27:00;49.1;21.9
2026-03-21 06:28:00;48.4;22.0
2026-03-21 06:29:00;59.9;21.9
2026-03-21 06:30:00;60.9;22.0
2026-03-21 06:31:00;55.6;22.1
2026-03-21 06:32:00;61.6;22.0
2026-03-21 06:33:00;72.2;22.2
2026-03-21 06:34:00;73.7;22.1
2026-03-21 06:35:00;77.5;22.1
2026-03-21 06:36:00;72.2;22.1
2026-03-21 06:37:00;76.7;22.1
2026-03-21 06:38:00;79.8;22.3
2026-03-21 06:39:00;81.9;22.1
2026-03-21 06:40:00;87.4;22.3
2026-03-21 06:41:00;92.5;22.4
2026-03-21 06:42:00;90.4;22.3
2026-03-21 06:43:00;99.0;22.3
2026-03-21 06:44:00;96.8;22.4
2026-03-21 06:45:00;104.9;22.4
2026-03-21 06:46:00;102.9;22.5
2026-03-21 06:47:00;107.3;22.5
2026-03-21 06:48:00;110.0;22.7
2026-03-21 06:49:00;115.7;22.7
2026-03-21 06:50:00;108.4;22.7
2026-03-21 06:51:00;120.2;22.5
2026-03-21 06:52:00;115.7;22.7
2026-03-21 06:53:00;128.3;22.8
2026-03-21 06:54:00;130.9;22.8
2026-03-21 06:55:00;129.5;22.7
2026-03-21 06:56:00;134.1;22.8
2026-03-21 06:57:00;146.4;23.0
2026-03-21 06:58:00;152.5;22.8
2026-03-21 06:59:00;146.2;23.0
2026-03-21 07:00:00;147.9;22.9
2026-03-21 07:01:00;150.1;22.9
2026-03-21 07:02:00;153.6;22.9
2026-03-21 07:03:00;165.6;22.9
2026-03-21 07:04:00;162.9;23.0
2026-03-21 07:05:00;171.3;23.1
2026-03-21 07:06:00;171.6;23.0
2026-03-21 07:07:00;169.2;23.0
2026-03-21 07:08:00;173.1;23.0
2026-03-21 07:09:00;178.7;23.3
2026-03-21 07:10:00;186.9;23.3
2026-03-21 07:11:00;187.9;23.2
2026-03-21 07:12:00;199.7;23.2
2026-03-21 07:13:00;192.1;23.1
2026-03-21 07:14:00;199.1;23.4
2026-03-21 07:15:00;195.2;23.2
2026-03-21 07:16:00;198.4;23.3
2026-03-21 07:17:00;214.2;23.4
2026-03-21 07:18:00;218.7;23.3
2026-03-21 07:19:00;218.6;23.2
2026-03-21 07:20:00;214.6;23.3
2026-03-21 07:21:00;222.8;23.5
2026-03-21 07:22:00;231.5;23.4
2026-03-21 07:23:00;228.5;23.4
2026-03-21 07:24:00;231.4;23.4
2026-03-21 07:25:00;241.3;23.4
2026-03-21 07:26:00;237.0;23.4
2026-03-21 07:27:00;238.2;23.5
2026-03-21 07:28:00;242.5;23.4
2026-03-21 07:29:00;240.7;23.4
2026-03-21 07:30:00;244.5;23.5
2026-03-21 07:31:00;252.6;23.6
2026-03-21 07:32:00;260.5;23.5
2026-03-21 07:33:00;267.3;23.5
2026-03-21 07:34:00;277.1;23.5
2026-03-21 07:35:00;276.4;23.7
2026-03-21 07:36:00;281.0;23.6
2026-03-21 07:37:00;280.0;23.8
2026-03-21 07:38:00;281.1;23.6
2026-03-21 07:39:00;287.2;23.7
2026-03-21 07:40:00;291.4;23.8
2026-03-21 07:41:00;289.9;23.9
2026-03-21 07:42:00;304.7;23.8
2026-03-21 07:43:00;305.2;24.0
2026-03-21 07:44:00;316.2;24.1
2026-03-21 07:45:00;314.3;24.0
2026-03-21 07:46:00;326.0;24.1
2026-03-21 07:47:00;326.0;24.0
2026-03-21 07:48:00;326.6;24.1
2026-03-21 07:49:00;330.4;24.0
2026-03-21 07:50:00;328.3;24.2
2026-03-21 07:51:00;331.3;24.2
2026-03-21 07:52:00;330.6;24.1
2026-03-21 07:53:00;339.1;24.4
2026-03-21 07:54:00;343.1;24.5
2026-03-21 07:55:00;353.6;24.4
2026-03-21 07:56:00;350.4;24.5
2026-03-21 07:57:00;357.2;24.4
2026-03-21 07:58:00;364.3;24.3
2026-03-21 07:59:00;371.6;24.4
2026-03-21 08:00:00;370.9;24.4
